remark,"CSV-Import-Export"
remark,"Date = Thu Sep 23 15:39:16 2021"
remark,"Version = RSLogix 5000 v13.04"
remark,"Owner = Rodney Howard"
remark,"Company = BIS Cleanaway Limited"
0.2
TYPE,SCOPE,NAME,DESCRIPTION,DATATYPE,SPECIFIER
RCOMMENT,"MainProgram","SQ_IH1_Depress","**********************************$NWait if only PCSB OOS$N**********************************$N","MOV(120,SQ_Depress_IH1.NewSequenceNo)","23"
RCOMMENT,"MainProgram","SQ_IH1_Depress","*************************************************************************$NMove new sequence number to actual sequence number$N*************************************************************************$N","MOV(SQ_Depress_IH1.NewSequenceNo,SQ_Depress_IH1.ActSequenceNo)","24"
RCOMMENT,"MainProgram","SQ_IH1_Depress","*****************************************$Nopen A5.1.1VB09$N*****************************************$N","OTL(FLT_IH1_2.Signal_0_7.5)","25"
RCOMMENT,"MainProgram","SQ_IH1_Depress","**************************************************************************$Ncalculate depressurization position for valve A5.1.iVC11$N**************************************************************************$N$N","JSR(SQ_IH1_Depress_Table2,0)","26"
RCOMMENT,"MainProgram","SQ_IH1_Depress_Equal","*************************************************$NSet order on$N*************************************************$N","OTE(SQ_Depress_IH1_Equal.O_On)","2"
RCOMMENT,"MainProgram","SQ_IH1_Depress_Equal","*************************************************$NPressure equal to IH3 (with tolerance)$N*************************************************$N","OTE(SQ_Depress_IH1_Equal.ST_PEqual)","3"
RCOMMENT,"MainProgram","SQ_IH1_Depress_Equal","First scan or not ready while active$N","MOV(0,SQ_Depress_IH1_Equal.NewSequenceNo)","4"
RCOMMENT,"MainProgram","SQ_IH1_Depress_Equal","*************************************************$Nwait for start$N*************************************************$N","MOV(10,SQ_Depress_IH1_Equal.NewSequenceNo)","5"
RCOMMENT,"MainProgram","SQ_IH1_Depress_Equal","*************************************************$Nset status ON$N*************************************************$N","MOV(60,SQ_Depress_IH1_Equal.NewSequenceNo)","6"
RCOMMENT,"MainProgram","SQ_IH1_Depress_Equal","*************************************************$Nwait for pressurization IH3$N*************************************************$N","MOV(70,SQ_Depress_IH1_Equal.NewSequenceNo)","7"
RCOMMENT,"MainProgram","SQ_IH1_Depress_Equal","*****************************************************$Nmax. waiting time for equalization exceeded$N*****************************************************$N$N","MOV(70,SQ_Depress_IH1_Equal.NewSequenceNo)","8"
RCOMMENT,"MainProgram","SQ_IH1_Depress_Equal","************************************************************$NWait for 5.1.3VBCM05 equal. inlet valve open$N************************************************************$N$N","MOV(30,SQ_Depress_IH1_Equal.NewSequenceNo)","9"
RCOMMENT,"MainProgram","SQ_IH1_Depress_Equal","*************************************************$NOpen 5.1.1VBCM04 equal. outlet valve$N*************************************************$N","MOV(40,SQ_Depress_IH1_Equal.NewSequenceNo)","10"
RCOMMENT,"MainProgram","SQ_IH1_Depress_Equal","**********************************************************$Nmaximal equalization time$N(timer in sequence pressurize by equalization)$N**********************************************************$N","MOV(50,SQ_Depress_IH1_Equal.NewSequenceNo)","11"
RCOMMENT,"MainProgram","SQ_IH1_Depress_Equal","*************************************************$NClose 5.1.1VBCM04 equal. outlet valve$N*************************************************$N","MOV(60,SQ_Depress_IH1_Equal.NewSequenceNo)","12"
RCOMMENT,"MainProgram","SQ_IH1_Depress_Equal","***********************************************************$NWait for 5.1.3VBCM05 equal. inlet valve closed$N***********************************************************$N$N","MOV(70,SQ_Depress_IH1_Equal.NewSequenceNo)","13"
RCOMMENT,"MainProgram","SQ_IH1_Depress_Equal","*****************************************$Nset done flag$N*****************************************$N","MOV(0,SQ_Depress_IH1_Equal.NewSequenceNo)","14"
RCOMMENT,"MainProgram","SQ_IH1_Depress_Equal","Move new sequence number to actual sequence number","MOV(SQ_Depress_IH1_Equal.NewSequenceNo,SQ_Depress_IH1_Equal.ActSequenceNo)","16"
RCOMMENT,"MainProgram","SQ_IH1_Depress_Equal","*****************************************$Nset order A5.1.1VBCM04$N*****************************************$N","OTE(A5_1_1VBCM04.AORD1)","17"
RCOMMENT,"MainProgram","SQ_IH1_Empty_CLtoPCSB","*************************************************$NSet order on$N*************************************************$N","OTE(SQ_Empty_CL_IH1_PCSB.O_On)","2"
RCOMMENT,"MainProgram","SQ_IH1_Empty_CLtoPCSB","First scan or not ready while active$N","MOV(0,SQ_Empty_CL_IH1_PCSB.NewSequenceNo)","6"
RCOMMENT,"MainProgram","SQ_IH1_Empty_CLtoPCSB","*************************************************$Nwait for start$N*************************************************$N","MOV(10,SQ_Empty_CL_IH1_PCSB.NewSequenceNo)","7"
RCOMMENT,"MainProgram","SQ_IH1_Empty_CLtoPCSB","*************************************************$NClose 5.2.1VBCM04$N*************************************************$N","MOV(20,SQ_Empty_CL_IH1_PCSB.NewSequenceNo)","8"
RCOMMENT,"MainProgram","SQ_IH1_Empty_CLtoPCSB","*************************************************$NClose 5.2.1VBCM03$N*************************************************$N","MOV(30,SQ_Empty_CL_IH1_PCSB.NewSequenceNo)","9"
RCOMMENT,"MainProgram","SQ_IH1_Empty_CLtoPCSB","*************************************************$Nopen 5.1.1VF14$Nstart cleaning time$N*************************************************$N","MOV(40,SQ_Empty_CL_IH1_PCSB.NewSequenceNo)","10"
RCOMMENT,"MainProgram","SQ_IH1_Empty_CLtoPCSB","*************************************************$NClose 5.1.1VF14 N2 valve$N*************************************************$N","MOV(50,SQ_Empty_CL_IH1_PCSB.NewSequenceNo)","12"
RCOMMENT,"MainProgram","SQ_IH1_Empty_CLtoPCSB","*************************************************$NClose 5.2.1VBCM03 valve to PCSB$N*************************************************$N","MOV(60,SQ_Empty_CL_IH1_PCSB.NewSequenceNo)","13"
RCOMMENT,"MainProgram","SQ_IH1_Empty_CLtoPCSB","*************************************************$NOpen 5.2.1VBCM04 valve to CL$N*************************************************$N","MOV(70,SQ_Empty_CL_IH1_PCSB.NewSequenceNo)","14"
RCOMMENT,"MainProgram","SQ_IH1_Empty_CLtoPCSB","*****************************************$Nset done flag$N*****************************************$N","MOV(0,SQ_Empty_CL_IH1_PCSB.NewSequenceNo)","15"
RCOMMENT,"MainProgram","SQ_IH1_Empty_CLtoPCSB","Move new sequence number to actual sequence number","MOV(SQ_Empty_CL_IH1_PCSB.NewSequenceNo,SQ_Empty_CL_IH1_PCSB.ActSequenceNo)","16"
RCOMMENT,"MainProgram","SQ_IH1_Empty_CLtoPCSB","*****************************************$Nset order A5.2.1VBCM04$N*****************************************$N","OTE(SQ_Empty_CL_IH1_PCSB.O_close_CL_valve)","17"
RCOMMENT,"MainProgram","SQ_IH1_Empty_CLtoPCSB","*****************************************$Nset order A5.2.1VBCM03$N*****************************************$N","OTE(SQ_Empty_CL_IH1_PCSB.O_open_PCSB_valve)","18"
RCOMMENT,"MainProgram","SQ_IH1_Empty_CLtoPCSB","*****************************************$Nset order A5.1.1VF14$N*****************************************$N","OTE(SQ_Empty_CL_IH1_PCSB.O_open_N2_valve)","19"
RCOMMENT,"MainProgram","SQ_IH1_Empty_IHtoPCSB","*************************************************$NSet order on$N*************************************************$N","OTE(SQ_empty_IH1.O_On)","2"
RCOMMENT,"MainProgram","SQ_IH1_Empty_IHtoPCSB","First scan or not ready while active$N","MOV(0,SQ_empty_IH1.NewSequenceNo)","6"
RCOMMENT,"MainProgram","SQ_IH1_Empty_IHtoPCSB","*************************************************$Nwait for start$N*************************************************$N","MOV(5,SQ_empty_IH1.NewSequenceNo)","7"
RCOMMENT,"MainProgram","SQ_IH1_Empty_IHtoPCSB","*****************************************$NSave weight of hopper at start$N*****************************************$N","MOV(10,SQ_empty_IH1.NewSequenceNo)","8"
RCOMMENT,"MainProgram","SQ_IH1_Empty_IHtoPCSB","*******************************$NClose 5.2.1VBCM04$N*******************************$N","MOV(15,SQ_empty_IH1.NewSequenceNo)","9"
RCOMMENT,"MainProgram","SQ_IH1_Empty_IHtoPCSB","*******************************$NOpen 5.2.1VBCM03$N*******************************$N","MOV(20,SQ_empty_IH1.NewSequenceNo)","10"
RCOMMENT,"MainProgram","SQ_IH1_Empty_IHtoPCSB","*************************************************$NPressurize IH1$N*************************************************$N","MOV(30,SQ_empty_IH1.NewSequenceNo)","11"
RCOMMENT,"MainProgram","SQ_IH1_Empty_IHtoPCSB","*************************************************$NInjection IH1$N*************************************************$N","MOV(40,SQ_empty_IH1.NewSequenceNo)","12"
RCOMMENT,"MainProgram","SQ_IH1_Empty_IHtoPCSB","*******************************$NClose 5.2.1VBCM03$N*******************************$N","MOV(45,SQ_empty_IH1.NewSequenceNo)","13"
RCOMMENT,"MainProgram","SQ_IH1_Empty_IHtoPCSB","*******************************$NOpen 5.2.1VBCM04$N*******************************$N","MOV(50,SQ_empty_IH1.NewSequenceNo)","14"
RCOMMENT,"MainProgram","SQ_IH1_Empty_IHtoPCSB","*************************************************$NDepressurize IH1$N*************************************************$N","MOV(55,SQ_empty_IH1.NewSequenceNo)","15"
RCOMMENT,"MainProgram","SQ_IH1_Empty_IHtoPCSB","********************************************************************$NUpdate memory for amount of coal recycled to PCSB$N********************************************************************$N","MOV(60,SQ_empty_IH1.NewSequenceNo)","16"
RCOMMENT,"MainProgram","SQ_IH1_Empty_IHtoPCSB","*****************************************$Nset done flag$N*****************************************$N","MOV(0,SQ_empty_IH1.NewSequenceNo)","17"
RCOMMENT,"MainProgram","SQ_IH1_Empty_IHtoPCSB","Move new sequence number to actual sequence number","MOV(SQ_empty_IH1.NewSequenceNo,SQ_empty_IH1.ActSequenceNo)","18"
RCOMMENT,"MainProgram","SQ_IH1_Empty_IHtoPCSB","***************************************$NSet order 5.2.1VBCM03$N***************************************$N","OTE(SQ_empty_IH1.O_open_PCSB_valve)","19"
RCOMMENT,"MainProgram","SQ_IH1_Empty_IHtoPCSB","***************************************$NSet order 5.2.1VBCM04$N***************************************$N","OTE(SQ_empty_IH1.O_close_CL_valve)","20"
RCOMMENT,"MainProgram","SQ_IH1_Empty_IHtoPCSB","*************************************************************$NStart delay time, if flow lower FINJ-EMPTY$N*************************************************************$N","TON(TMR_EMPTY1,?,?)","21"
RCOMMENT,"MainProgram","SQ_IH1_Empty_IHtoPCSB","IH1 empty$N","OTE(SQ_empty_IH1.ST_IH_empty)","22"
RCOMMENT,"MainProgram","SQ_IH1_Fill","*************************************************$NSet order on$N*************************************************$N","OTE(SQ_Fill_IH1.O_On)","2"
RCOMMENT,"MainProgram","SQ_IH1_Fill","First scan or not ready while active$N","MOV(0,SQ_Fill_IH1.NewSequenceNo)","6"
RCOMMENT,"MainProgram","SQ_IH1_Fill","*************************************************$Nwait for start$N*************************************************$N","MOV(10,SQ_Fill_IH1.NewSequenceNo)","7"
RCOMMENT,"MainProgram","SQ_IH1_Fill","*************************************************$NClose 5.1.1VB09$N*************************************************","MOV(20,SQ_Fill_IH1.NewSequenceNo)","8"
RCOMMENT,"MainProgram","SQ_IH1_Fill","*************************************************$NOpen 5.1.1VC11 depress. ctrl-valve$N*************************************************","MOV(30,SQ_Fill_IH1.NewSequenceNo)","9"
RCOMMENT,"MainProgram","SQ_IH1_Fill","*************************************************$NOpen 5.1.1VB01 Coal inlet valve IH1$N*************************************************$N","MOV(40,SQ_Fill_IH1.NewSequenceNo)","10"
RCOMMENT,"MainProgram","SQ_IH1_Fill","*************************************************$NOpen 5.1.1VS13 Coal outlet valve PCSB$Nand start fluidization$N*************************************************$N","MOV(50,SQ_Fill_IH1.NewSequenceNo)","11"
RCOMMENT,"MainProgram","SQ_IH1_Fill","*****************************************$NIH1 full$N*****************************************$N","MOV(80,SQ_Fill_IH1.NewSequenceNo)","12"
RCOMMENT,"MainProgram","SQ_IH1_Fill","*****************************************$Nintermediate filling time$N*****************************************","MOV(60,SQ_Fill_IH1.NewSequenceNo)","13"
RCOMMENT,"MainProgram","SQ_IH1_Fill","*****************************************$Nmaximum filling time$N*****************************************","MOV(70,SQ_Fill_IH1.NewSequenceNo)","14"
RCOMMENT,"MainProgram","SQ_IH1_Fill","*****************************************$Nintermediate filling time exceeded$N*****************************************","MOV(80,SQ_Fill_IH1.NewSequenceNo)","15"
RCOMMENT,"MainProgram","SQ_IH1_Fill","*****************************************$Nmaximum filling time exceeded$N*****************************************$N","MOV(80,SQ_Fill_IH1.NewSequenceNo)","16"
RCOMMENT,"MainProgram","SQ_IH1_Fill","*************************************************$Nstop/interrupt filling$N*************************************************$N","MOV(80,SQ_Fill_IH1.NewSequenceNo)","17"
RCOMMENT,"MainProgram","SQ_IH1_Fill","*************************************************$NClose 5.1.1VS13 Coal outlet valve PCSB$Nand stop fluidization$N*************************************************$N","MOV(90,SQ_Fill_IH1.NewSequenceNo)","18"
RCOMMENT,"MainProgram","SQ_IH1_Fill","*****************************************$Nemptying time filling line$N*****************************************$N","MOV(100,SQ_Fill_IH1.NewSequenceNo)","19"
RCOMMENT,"MainProgram","SQ_IH1_Fill","*************************************************$NClose 5.1.1VB01 Coal inlet valve IH1$N*************************************************$N","MOV(105,SQ_Fill_IH1.NewSequenceNo)","20"
RCOMMENT,"MainProgram","SQ_IH1_Fill","*************************************************$NOpen 5.1.1VC02 pressure ctrl-valve$Nto clean 5.1.1VC11$N*************************************************$N","MOV(110,SQ_Fill_IH1.NewSequenceNo)","21"
RCOMMENT,"MainProgram","SQ_IH1_Fill","*************************************************$NClose 5.1.1VC11 depress. ctrl-valve$N*************************************************$N","MOV(115,SQ_Fill_IH1.NewSequenceNo)","22"
RCOMMENT,"MainProgram","SQ_IH1_Fill","*************************************************$NClose 5.1.1VC02 press. ctrl-valve$N*************************************************$N","MOV(150,SQ_Fill_IH1.NewSequenceNo)","23"
RCOMMENT,"MainProgram","SQ_IH1_Fill","*****************************************$Nstabilization time$N*****************************************$N","MOV(130,SQ_Fill_IH1.NewSequenceNo)","24"
RCOMMENT,"MainProgram","SQ_IH1_Fill","*****************************************$Nsave weight for balance$N*****************************************$N","MOV(0,SQ_Fill_IH1.NewSequenceNo)","25"
RCOMMENT,"MainProgram","SQ_IH1_Fill","*****************************************$Nset done flag$N*****************************************$N","MOV(0,SQ_Fill_IH1.NewSequenceNo)","26"
RCOMMENT,"MainProgram","SQ_IH1_Fill","**********************************$NWait if only PCSB OOS$N**********************************$N","MOV(120,SQ_Fill_IH1.NewSequenceNo)","27"
RCOMMENT,"MainProgram","SQ_IH1_Fill","Move new sequence number to actual sequence number","MOV(SQ_Fill_IH1.NewSequenceNo,SQ_Fill_IH1.ActSequenceNo)","28"
RCOMMENT,"MainProgram","SQ_IH1_Fill","*****************************************$Nset order A5.1.1VB01$N*****************************************$N","OTE(A5_1_1VB01.AORD1)","29"
RCOMMENT,"MainProgram","SQ_IH1_Fill","*****************************************$Nset order A5.1.1VS13$Nand fluidization$N*****************************************$N","OTE(SQ_Fill_IH1.O_Fluidization_On)","30"
RCOMMENT,"MainProgram","SQ_IH1_Injection","First scan or not ready while active$N","MOV(0,SQ_Injection_IH1.NewSequenceNo)","3"
RCOMMENT,"MainProgram","SQ_IH1_Injection","*************************************************$Nwait for start$N*************************************************$N","MOV(10,SQ_Injection_IH1.NewSequenceNo)","4"
RCOMMENT,"MainProgram","SQ_IH1_Injection","*************************************************$N5.1.1VB09 closed$N*************************************************$N","MOV(20,SQ_Injection_IH1.NewSequenceNo)","5"
RCOMMENT,"MainProgram","SQ_IH1_Injection","*******************************************************************$Ndetermine setpoint for pressure maintaining controller$N*******************************************************************$Nconstant pressure mode active$N","ADD(PD_PINJ_SPOP,PD_PINJ_IH1_OFFS,PD_PIH1_SP)","6"
RCOMMENT,"MainProgram","SQ_IH1_Injection","variable pressure mode with gritzko valve active$N","ADD(PD_PINJ_SPVAR,PD_PINJ_IH1_OFFS,PD_PIH1_SP)","7"
RCOMMENT,"MainProgram","SQ_IH1_Injection","variable pressure mode without gritzko valve active$N","ADD(PD_PINJ_SPPCM,PD_PINJ_IH1_OFFS,PD_PIH1_SP)","8"
RCOMMENT,"MainProgram","SQ_IH1_Injection","*************************************************$NStart press. ctrl - loops 5.1.1VC02/11$N*************************************************$N","MOV(30,SQ_Injection_IH1.NewSequenceNo)","11"
RCOMMENT,"MainProgram","SQ_IH1_Injection","*******************************************************$NInjection active, wait for min$N*******************************************************$N","MOV(90,SQ_Injection_IH1.NewSequenceNo)","15"
RCOMMENT,"MainProgram","SQ_IH1_Injection","*******************************************************$NNext IH ready or not$N*******************************************************$N","MOV(90,SQ_Injection_IH1.NewSequenceNo)","16"
RCOMMENT,"MainProgram","SQ_IH1_Injection","*******************************************************$NParallel injection / stop$N*******************************************************$N","TON(TMR_IH1_Calc_Flow_Delay,?,?)","17"
RCOMMENT,"MainProgram","SQ_IH1_Injection","*******************************************************$NClose outlet valve 5.1.1VBCM06$N*******************************************************$N","MOV(100,SQ_Injection_IH1.NewSequenceNo)","20"
RCOMMENT,"MainProgram","SQ_IH1_Injection","*************************************************$NStop press. ctrl - loops 5.1.1VC02/11$Nand fluidizing ctrl - loop 5.1.1VC07$Nand close control valves$N*************************************************$N","MOV(110,SQ_Injection_IH1.NewSequenceNo)","21"
RCOMMENT,"MainProgram","SQ_IH1_Injection","*****************************************$Nset done flag$N*****************************************$N","MOV(0,SQ_Injection_IH1.NewSequenceNo)","22"
RCOMMENT,"MainProgram","SQ_IH1_Injection","Move new sequence number to actual sequence number","MOV(SQ_Injection_IH1.NewSequenceNo,SQ_Injection_IH1.ActSequenceNo)","24"
RCOMMENT,"MainProgram","SQ_IH1_Injection","*****************************************$Nset order A5.1.1VBCM06$N*****************************************$N","OTL(GC_IH1_Outlet_was_open)","25"
RCOMMENT,"MainProgram","SQ_IH1_Injection","*****************************************$NEnable pressure controller$N*****************************************$N","OTE(GC_IH1.Enable_IH_pressure_control)","26"
RCOMMENT,"MainProgram","SQ_IH1_Injection","*****************************************$NEnable fluidization controller$N*****************************************$N","OTE(SQ_Injection_IH1.O_fluidization)","27"
RCOMMENT,"MainProgram","SQ_IH1_Injection","*****************************************$NChoose sequence$N*****************************************$N","OTU(SQ_Injection_IH1.Seq3_start_after_failure)","28"
RCOMMENT,"MainProgram","SQ_IH1_Injection","start after failure$N","OTL(SQ_Injection_IH1.Seq3_start_after_failure)","30"
RCOMMENT,"MainProgram","SQ_IH1_Injection_C1","*****************************************************************$NStart press. ctrl - loops 5.1.1VC02/11$NSet 5.1.1VC07 fluidization ctrl-valve to initial position$N*****************************************************************$N","MOV(40,SQ_Injection_IH1.NewSequenceNo)","0"
RCOMMENT,"MainProgram","SQ_IH1_Injection_C1","*************************************************$NSet 5.1.1fluidization contr. loop to auto$N*************************************************$N","MOV(50,SQ_Injection_IH1.NewSequenceNo)","1"
RCOMMENT,"MainProgram","SQ_IH1_Injection_C1","****************************************************$Nopen coal outlet and $Noutlet fluidization (see LS_IS)$N****************************************************$N","MOV(60,SQ_Injection_IH1.NewSequenceNo)","2"
RCOMMENT,"MainProgram","SQ_IH1_Injection_C1","*******************************************************$NStart integration of 5.2.1FT1$Ncoalflow calculation by 5.1.1WT4$Nenable max-limit of 5.1.1$N*******************************************************$N","MOV(70,SQ_Injection_IH1.NewSequenceNo)","3"
RCOMMENT,"MainProgram","SQ_IH1_Injection_C2","*****************************************************************$NStart press. ctrl - loops 5.1.1VC02/11$NSet 5.1.1VC07 fluidization ctrl-valve to initial position$N*****************************************************************$N","MOV(40,SQ_Injection_IH1.NewSequenceNo)","0"
RCOMMENT,"MainProgram","SQ_IH1_Injection_C2","*************************************************$NSet 5.1.1fluidization contr. loop to auto$N*************************************************$N","MOV(50,SQ_Injection_IH1.NewSequenceNo)","1"
RCOMMENT,"MainProgram","SQ_IH1_Injection_C2","****************************************************$Nopen coal outlet and outlet fluidization $N(see LS_IS) and$Nset pressure controller to startposition$N****************************************************$N","MOV(55,SQ_Injection_IH1.NewSequenceNo)","2"
RCOMMENT,"MainProgram","SQ_IH1_Injection_C2","*************************************************$NRestart press. ctrl - loops 5.1.1VC02/11$N*************************************************$N","MOV(60,SQ_Injection_IH1.NewSequenceNo)","3"
RCOMMENT,"MainProgram","SQ_IH1_Injection_C2","*******************************************************$NParallel injection / start$NStart integration of 5.2.1FT1$Ncoalflow calculation by 5.1.1WT4$Nenable max-limit of 5.1.1PDT2$N*******************************************************$N","MOV(70,SQ_Injection_IH1.NewSequenceNo)","4"
RCOMMENT,"MainProgram","SQ_IH1_Injection_C3","*****************************************************************$NStart press. ctrl - loops 5.1.1VC02/11$NSet 5.1.1VC07 fluidization ctrl-valve to initial position$N*****************************************************************$N","MOV(40,SQ_Injection_IH1.NewSequenceNo)","0"
RCOMMENT,"MainProgram","SQ_IH1_Injection_C3","*************************************************$NSet 5.1.1fluidization contr. loop to auto$N*************************************************$N","MOV(50,SQ_Injection_IH1.NewSequenceNo)","1"
RCOMMENT,"MainProgram","SQ_IH1_Injection_C3","****************************************************$Nopen coal outlet and $Noutlet fluidization (see LS_IS)$N****************************************************$N","MOV(60,SQ_Injection_IH1.NewSequenceNo)","2"
RCOMMENT,"MainProgram","SQ_IH1_Injection_C3","*******************************************************$NStart integration of 5.2.1FT1$Ncoalflow calculation by 5.1.1WT4$Nenable max-limit of 5.1.1$N*******************************************************$N","MOV(70,SQ_Injection_IH1.NewSequenceNo)","3"
RCOMMENT,"MainProgram","SQ_IH1_Manual_Mode","**************************$NA5_1_1VB01$N**************************","OTL(MM.A5_1_1VB01_OP)","0"
RCOMMENT,"MainProgram","SQ_IH1_Manual_Mode","**************************$NA5_1_1VB09$N**************************","OTL(MM.A5_1_1VB09_CL)","2"
RCOMMENT,"MainProgram","SQ_IH1_Manual_Mode","**************************$N.A5_1_1VBCM04$N**************************","OTL(MM.A5_1_1VBCM04_OP)","4"
RCOMMENT,"MainProgram","SQ_IH1_Manual_Mode","**************************$N.A5_1_1VBCM05$N**************************","OTL(MM.A5_1_1VBCM05_OP)","6"
RCOMMENT,"MainProgram","SQ_IH1_Manual_Mode","**************************$N.A5_1_1VBCM06$N**************************","OTL(MM.A5_1_1VBCM06_OP)","8"
RCOMMENT,"MainProgram","SQ_IH1_Manual_Mode","**************************$N.A5_1_1VBCM15$N**************************","OTL(MM.A5_1_1VBCM15_CL)","10"
RCOMMENT,"MainProgram","SQ_IH1_Manual_Mode","**************************$N.A5_1_1VBCM16$N**************************","OTL(MM.A5_1_1VBCM16_OP)","12"
RCOMMENT,"MainProgram","SQ_IH1_Manual_Mode","**************************$N.A5_1_1VBW19$N**************************","OTL(MM.A5_1_1VBW19_OP)","14"
RCOMMENT,"MainProgram","SQ_IH1_Manual_Mode","**************************$N.A5_1_1VF08$N**************************","OTL(MM.A5_1_1VF08_OP)","16"
RCOMMENT,"MainProgram","SQ_IH1_Manual_Mode","**************************$N.A5_1_1VF14$N**************************","OTL(MM.A5_1_1VF14_OP)","18"
RCOMMENT,"MainProgram","SQ_IH1_Manual_Mode","**************************$N.A5_1_1VS13$N**************************","OTL(MM.A5_1_1VS13_OP)","20"
RCOMMENT,"MainProgram","SQ_IH1_Manual_Mode","**************************$N.A5_1_0SV71$N**************************","OTL(MM.A5_1_0SV71_OP)","22"
RCOMMENT,"MainProgram","SQ_IH1_Press","*************************************************$NSet order on$N*************************************************$N","CTU(CTU_511_PRESS,?,?)","2"
RCOMMENT,"MainProgram","SQ_IH1_Press","*************************************************$NPressure OK (with tolerance)$N*************************************************$N","OTE(SQ_Press_IH1.ST_POK)","6"
RCOMMENT,"MainProgram","SQ_IH1_Press","First scan or not ready while active$Ngoto step 120 to close fluidizing controller and then to step 0$N","MOV(120,SQ_Press_IH1.NewSequenceNo)","7"
RCOMMENT,"MainProgram","SQ_IH1_Press","*************************************************$Nwait for start$N*************************************************$N","MOV(10,SQ_Press_IH1.NewSequenceNo)","8"
RCOMMENT,"MainProgram","SQ_IH1_Press","*************************************************$Nset status ON$N*************************************************$N","MOV(15,SQ_Press_IH1.NewSequenceNo)","9"
RCOMMENT,"MainProgram","SQ_IH1_Press","*************************************************$N A5.1.1VB09 closed$N*************************************************$N","MOV(20,SQ_Press_IH1.NewSequenceNo)","10"
RCOMMENT,"MainProgram","SQ_IH1_Press","*************************************************$Nwait, if delayed pressurization is on$N*************************************************$NThis rung is used for late depressurisation. It calculates at what $Qcorrected weight$Q on the current IH that is injecting, should trigger the start of late depressurisation on this hopper waiting to pressure. (Note that the calculation is as follows:$NCorrected weight trigger = HMI Minimum Weight Setpoint + (Inection Rate in kg/s x (HMI Late Press. Time Setpoint + HMI VB10 Depressure Time Setpoint))","MOV(80,SQ_Press_IH1.NewSequenceNo)","11"
RCOMMENT,"MainProgram","SQ_IH1_Press","*************************************************$NOpen 5.1.0VB10 Depress. valve for IH1$N*************************************************$NWhilst in Step 25 want VB10 open$NIf the timer is complete or we lose the enable for VB10 to be open jump to step 27 to close VB10 and wait for VB10 to close$N","MOV(27,SQ_Press_IH1.NewSequenceNo)","12"
RCOMMENT,"MainProgram","SQ_IH1_Press","*************************************************$NClose 5.1.0VB10 Depress. valve for IH1$N*************************************************$NWait for VB10 to close prior to opening next sequence valve (eg, VF2).$NIf the valve is in fault or not enabled then ignore its limit switch positon and allow the pressurisation seq. to progress as it has priority.$N","MOV(30,SQ_Press_IH1.NewSequenceNo)","13"
RCOMMENT,"MainProgram","SQ_IH1_Press","*************************************************$NOpen 5.1.1VF08 press. valve IH1$N*************************************************$N","MOV(35,SQ_Press_IH1.NewSequenceNo)","14"
RCOMMENT,"MainProgram","SQ_IH1_Press","******************************************************$Nset controller to manual value to pressurize$N******************************************************$N","MOV(40,SQ_Press_IH1.NewSequenceNo)","15"
RCOMMENT,"MainProgram","SQ_IH1_Press","******************************************************$NOpen 5.1.0VF2 low press. vessel outlet$N******************************************************$N","MOV(60,SQ_Press_IH1.NewSequenceNo)","16"
RCOMMENT,"MainProgram","SQ_IH1_Press","****************************************************************$Nmaximal pressurization time from low pressure vessel$N****************************************************************$N","MOV(55,SQ_Press_IH1.NewSequenceNo)","17"
RCOMMENT,"MainProgram","SQ_IH1_Press","*************************************************************$Nmax. press. time from low press. vessel exceeded$N*************************************************************$N","MOV(60,SQ_Press_IH1.NewSequenceNo)","18"
RCOMMENT,"MainProgram","SQ_IH1_Press","******************************************************$NOpen 5.1.0VF4 high press. vessel outlet$N******************************************************$N","MOV(75,SQ_Press_IH1.NewSequenceNo)","19"
RCOMMENT,"MainProgram","SQ_IH1_Press","****************************************************************$Nmaximal pressurization time from high pressure vessel$N****************************************************************$N","MOV(70,SQ_Press_IH1.NewSequenceNo)","20"
RCOMMENT,"MainProgram","SQ_IH1_Press","*************************************************************$Nmax. press. time from high press. vessel exceeded$N*************************************************************$N","MOV(75,SQ_Press_IH1.NewSequenceNo)","21"
RCOMMENT,"MainProgram","SQ_IH1_Press","*************************************************$Nopen pressurization bypass valve$Nmaximal pressurization time from bypass$N*************************************************$N","MOV(100,SQ_Press_IH1.NewSequenceNo)","22"
RCOMMENT,"MainProgram","SQ_IH1_Press","*************************************************$NStop fluidizing controller$Nclose pressurizing valves$N*************************************************$N","MOV(0,SQ_Press_IH1.NewSequenceNo)","23"
RCOMMENT,"MainProgram","SQ_IH1_Press","*************************************************$Nmax. press. time from bypass exceeded$Nbut pressure admissible$N*************************************************$N","MOV(80,SQ_Press_IH1.NewSequenceNo)","24"
RCOMMENT,"MainProgram","SQ_IH1_Press","*************************************************$Nmax. press. time from bypass exceeded$Npressure not admissible$N*************************************************$N","MOV(80,SQ_Press_IH1.NewSequenceNo)","25"
RCOMMENT,"MainProgram","SQ_IH1_Press","*****************************************$Nset done flag$N*****************************************$N","MOV(0,SQ_Press_IH1.NewSequenceNo)","26"
RCOMMENT,"MainProgram","SQ_IH1_Press","*************************************************$NStop fluidizing controller$Nif not ready for active$N*************************************************$N","MOV(0,SQ_Press_IH1.NewSequenceNo)","27"
RCOMMENT,"MainProgram","SQ_IH1_Press","Move new sequence number to actual sequence number","MOV(SQ_Press_IH1.NewSequenceNo,SQ_Press_IH1.ActSequenceNo)","28"
